"Step","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/10_vs_25","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/10_vs_25__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/10_vs_25__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/10_vs_40","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/10_vs_40__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/10_vs_40__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/25_vs_40","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/25_vs_40__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/25_vs_40__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/25_vs_55","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/25_vs_55__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/25_vs_55__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/25_vs_70","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/25_vs_70__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/25_vs_70__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/10_vs_70","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/10_vs_70__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/10_vs_70__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/40_vs_55","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/40_vs_55__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/40_vs_55__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/10_vs_55","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/10_vs_55__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/10_vs_55__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/40_vs_70","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/40_vs_70__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/40_vs_70__MAX","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/55_vs_70","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/55_vs_70__MIN","Seaquest_qs1bwflq_x - Probing_CosSim_Detail_Distance/55_vs_70__MAX"
"38000","0.6374999284744263","0.6374999284744263","0.6374999284744263","0.6187499165534973","0.6187499165534973","0.6187499165534973","0.6437498927116394","0.6437498927116394","0.6437498927116394","0.6124998927116394","0.6124998927116394","0.6124998927116394","0.6312499046325684","0.6312499046325684","0.6312499046325684","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6062499284744263","0.6062499284744263","0.6062499284744263","0.5687499046325684","0.5687499046325684","0.5687499046325684","0.6249999403953552","0.6249999403953552","0.6249999403953552"
"40000","0.6687499284744263","0.6687499284744263","0.6687499284744263","0.6374999284744263","0.6374999284744263","0.6374999284744263","0.6437498927116394","0.6437498927116394","0.6437498927116394","0.6062499284744263","0.6062499284744263","0.6062499284744263","0.5812498927116394","0.5812498927116394","0.5812498927116394","0.5937499403953552","0.5937499403953552","0.5937499403953552","0.6312499046325684","0.6312499046325684","0.6312499046325684","0.5562499165534973","0.5562499165534973","0.5562499165534973","0.5999999046325684","0.5999999046325684","0.5999999046325684","0.5937499403953552","0.5937499403953552","0.5937499403953552"
"42000","0.6687499284744263","0.6687499284744263","0.6687499284744263","0.6374999284744263","0.6374999284744263","0.6374999284744263","0.6499999165534973","0.6499999165534973","0.6499999165534973","0.6062499284744263","0.6062499284744263","0.6062499284744263","0.5999999046325684","0.5999999046325684","0.5999999046325684","0.6187499165534973","0.6187499165534973","0.6187499165534973","0.6187499165534973","0.6187499165534973","0.6187499165534973","0.5687499642372131","0.5687499642372131","0.5687499642372131","0.5874999165534973","0.5874999165534973","0.5874999165534973","0.6062499284744263","0.6062499284744263","0.6062499284744263"
"44000","0.6687499284744263","0.6687499284744263","0.6687499284744263","0.6374999284744263","0.6374999284744263","0.6374999284744263","0.6749998927116394","0.6749998927116394","0.6749998927116394","0.5937499403953552","0.5937499403953552","0.5937499403953552","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6312499046325684","0.6312499046325684","0.6312499046325684","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.5562499165534973","0.5562499165534973","0.5562499165534973","0.5874999165534973","0.5874999165534973","0.5874999165534973","0.6124998927116394","0.6124998927116394","0.6124998927116394"
"46000","0.6437498927116394","0.6437498927116394","0.6437498927116394","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6374999284744263","0.6374999284744263","0.6374999284744263","0.5749999284744263","0.5749999284744263","0.5749999284744263","0.6062499284744263","0.6062499284744263","0.6062499284744263","0.5624999403953552","0.5624999403953552","0.5624999403953552","0.6374999284744263","0.6374999284744263","0.6374999284744263","0.5374999046325684","0.5374999046325684","0.5374999046325684","0.5562499165534973","0.5562499165534973","0.5562499165534973","0.5999999046325684","0.5999999046325684","0.5999999046325684"
"48000","0.6437498927116394","0.6437498927116394","0.6437498927116394","0.6312499046325684","0.6312499046325684","0.6312499046325684","0.6624999046325684","0.6624999046325684","0.6624999046325684","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6124998927116394","0.6124998927116394","0.6124998927116394","0.5562499165534973","0.5562499165534973","0.5562499165534973","0.6749998927116394","0.6749998927116394","0.6749998927116394","0.5249999761581421","0.5249999761581421","0.5249999761581421","0.6062499284744263","0.6062499284744263","0.6062499284744263","0.5999999046325684","0.5999999046325684","0.5999999046325684"
"50000","0.6499999165534973","0.6499999165534973","0.6499999165534973","0.6437498927116394","0.6437498927116394","0.6437498927116394","0.5874999165534973","0.5874999165534973","0.5874999165534973","0.5749999284744263","0.5749999284744263","0.5749999284744263","0.6124998927116394","0.6124998927116394","0.6124998927116394","0.5562499165534973","0.5562499165534973","0.5562499165534973","0.6749998927116394","0.6749998927116394","0.6749998927116394","0.5687499642372131","0.5687499642372131","0.5687499642372131","0.6124998927116394","0.6124998927116394","0.6124998927116394","0.5874999165534973","0.5874999165534973","0.5874999165534973"
"52000","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6374999284744263","0.6374999284744263","0.6374999284744263","0.6312499046325684","0.6312499046325684","0.6312499046325684","0.5937499403953552","0.5937499403953552","0.5937499403953552","0.6187499165534973","0.6187499165534973","0.6187499165534973","0.5562499165534973","0.5562499165534973","0.5562499165534973","0.6687499284744263","0.6687499284744263","0.6687499284744263","0.5812498927116394","0.5812498927116394","0.5812498927116394","0.5812498927116394","0.5812498927116394","0.5812498927116394","0.5812498927116394","0.5812498927116394","0.5812498927116394"
"54000","0.6499999165534973","0.6499999165534973","0.6499999165534973","0.6624999046325684","0.6624999046325684","0.6624999046325684","0.6187499165534973","0.6187499165534973","0.6187499165534973","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.5937499403953552","0.5937499403953552","0.5937499403953552","0.5812498927116394","0.5812498927116394","0.5812498927116394","0.6687499284744263","0.6687499284744263","0.6687499284744263","0.6312499046325684","0.6312499046325684","0.6312499046325684","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6187499165534973","0.6187499165534973","0.6187499165534973"
"56000","0.6374999284744263","0.6374999284744263","0.6374999284744263","0.6749998927116394","0.6749998927116394","0.6749998927116394","0.6124998927116394","0.6124998927116394","0.6124998927116394","0.6312499046325684","0.6312499046325684","0.6312499046325684","0.5749999284744263","0.5749999284744263","0.5749999284744263","0.5687499046325684","0.5687499046325684","0.5687499046325684","0.6437498927116394","0.6437498927116394","0.6437498927116394","0.5749999284744263","0.5749999284744263","0.5749999284744263","0.6312499046325684","0.6312499046325684","0.6312499046325684","0.5812498927116394","0.5812498927116394","0.5812498927116394"
"58000","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.6687499284744263","0.6687499284744263","0.6687499284744263","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6499999165534973","0.6499999165534973","0.6499999165534973","0.5812498927116394","0.5812498927116394","0.5812498927116394","0.5687499046325684","0.5687499046325684","0.5687499046325684","0.6874999403953552","0.6874999403953552","0.6874999403953552","0.6062499284744263","0.6062499284744263","0.6062499284744263","0.6374999284744263","0.6374999284744263","0.6374999284744263","0.6187499165534973","0.6187499165534973","0.6187499165534973"
"60000","0.6687499284744263","0.6687499284744263","0.6687499284744263","0.6999999284744263","0.6999999284744263","0.6999999284744263","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.6187499165534973","0.6187499165534973","0.6187499165534973","0.6187499165534973","0.6187499165534973","0.6187499165534973","0.6687499284744263","0.6687499284744263","0.6687499284744263","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.6499999165534973","0.6499999165534973","0.6499999165534973"
"62000","0.6624999046325684","0.6624999046325684","0.6624999046325684","0.6874999403953552","0.6874999403953552","0.6874999403953552","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.5999999046325684","0.5999999046325684","0.5999999046325684","0.5999999046325684","0.5999999046325684","0.5999999046325684","0.6687499284744263","0.6687499284744263","0.6687499284744263","0.6187499165534973","0.6187499165534973","0.6187499165534973","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.5937499403953552","0.5937499403953552","0.5937499403953552"
"64000","0.6374999284744263","0.6374999284744263","0.6374999284744263","0.6937499046325684","0.6937499046325684","0.6937499046325684","0.6624999046325684","0.6624999046325684","0.6624999046325684","0.6374999284744263","0.6374999284744263","0.6374999284744263","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.6312499046325684","0.6312499046325684","0.6312499046325684","0.6687499284744263","0.6687499284744263","0.6687499284744263","0.6124998927116394","0.6124998927116394","0.6124998927116394"
"66000","0.6062499284744263","0.6062499284744263","0.6062499284744263","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.6437498927116394","0.6437498927116394","0.6437498927116394","0.6374999284744263","0.6374999284744263","0.6374999284744263","0.6124998927116394","0.6124998927116394","0.6124998927116394","0.6124998927116394","0.6124998927116394","0.6124998927116394","0.6624999046325684","0.6624999046325684","0.6624999046325684","0.6124998927116394","0.6124998927116394","0.6124998927116394","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.5874999165534973","0.5874999165534973","0.5874999165534973"
"68000","0.6624999046325684","0.6624999046325684","0.6624999046325684","0.6874999403953552","0.6874999403953552","0.6874999403953552","0.6749998927116394","0.6749998927116394","0.6749998927116394","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.6187499165534973","0.6187499165534973","0.6187499165534973","0.5937499403953552","0.5937499403953552","0.5937499403953552","0.6687499284744263","0.6687499284744263","0.6687499284744263","0.6499999165534973","0.6499999165534973","0.6499999165534973","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.5999999046325684","0.5999999046325684","0.5999999046325684"
"70000","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.6499999165534973","0.6499999165534973","0.6499999165534973","0.6499999165534973","0.6499999165534973","0.6499999165534973","0.6749998927116394","0.6749998927116394","0.6749998927116394","0.5999999046325684","0.5999999046325684","0.5999999046325684","0.5749999284744263","0.5749999284744263","0.5749999284744263","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.6062499284744263","0.6062499284744263","0.6062499284744263","0.6062499284744263","0.6062499284744263","0.6062499284744263","0.5687499046325684","0.5687499046325684","0.5687499046325684"
"72000","0.6187499165534973","0.6187499165534973","0.6187499165534973","0.6749998927116394","0.6749998927116394","0.6749998927116394","0.6749998927116394","0.6749998927116394","0.6749998927116394","0.6437498927116394","0.6437498927116394","0.6437498927116394","0.5999999046325684","0.5999999046325684","0.5999999046325684","0.5624999403953552","0.5624999403953552","0.5624999403953552","0.6624999046325684","0.6624999046325684","0.6624999046325684","0.6437498927116394","0.6437498927116394","0.6437498927116394","0.6062499284744263","0.6062499284744263","0.6062499284744263","0.5937499403953552","0.5937499403953552","0.5937499403953552"
"74000","0.6374999284744263","0.6374999284744263","0.6374999284744263","0.6874999403953552","0.6874999403953552","0.6874999403953552","0.7187499403953552","0.7187499403953552","0.7187499403953552","0.6374999284744263","0.6374999284744263","0.6374999284744263","0.6312499046325684","0.6312499046325684","0.6312499046325684","0.5999999046325684","0.5999999046325684","0.5999999046325684","0.6874999403953552","0.6874999403953552","0.6874999403953552","0.6999999284744263","0.6999999284744263","0.6999999284744263","0.6312499046325684","0.6312499046325684","0.6312499046325684","0.6124998927116394","0.6124998927116394","0.6124998927116394"
"76000","0.6062499284744263","0.6062499284744263","0.6062499284744263","0.6937499046325684","0.6937499046325684","0.6937499046325684","0.7374998927116394","0.7374998927116394","0.7374998927116394","0.6374999284744263","0.6374999284744263","0.6374999284744263","0.5999999046325684","0.5999999046325684","0.5999999046325684","0.5687499046325684","0.5687499046325684","0.5687499046325684","0.7062498927116394","0.7062498927116394","0.7062498927116394","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.6312499046325684","0.6312499046325684","0.6312499046325684","0.5999999046325684","0.5999999046325684","0.5999999046325684"
"78000","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6999999284744263","0.6999999284744263","0.6999999284744263","0.7124999165534973","0.7124999165534973","0.7124999165534973","0.6499999165534973","0.6499999165534973","0.6499999165534973","0.5812498927116394","0.5812498927116394","0.5812498927116394","0.5874999165534973","0.5874999165534973","0.5874999165534973","0.7187499403953552","0.7187499403953552","0.7187499403953552","0.6624999046325684","0.6624999046325684","0.6624999046325684","0.6187499165534973","0.6187499165534973","0.6187499165534973","0.6437498927116394","0.6437498927116394","0.6437498927116394"
"80000","0.6187499165534973","0.6187499165534973","0.6187499165534973","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.7687498927116394","0.7687498927116394","0.7687498927116394","0.6437498927116394","0.6437498927116394","0.6437498927116394","0.6062499284744263","0.6062499284744263","0.6062499284744263","0.5874999165534973","0.5874999165534973","0.5874999165534973","0.6999999284744263","0.6999999284744263","0.6999999284744263","0.6437498927116394","0.6437498927116394","0.6437498927116394","0.6249999403953552","0.6249999403953552","0.6249999403953552","0.6374999284744263","0.6374999284744263","0.6374999284744263"
"82000","0.6312499046325684","0.6312499046325684","0.6312499046325684","0.6687499284744263","0.6687499284744263","0.6687499284744263","0.7562499046325684","0.7562499046325684","0.7562499046325684","0.6562499403953552","0.6562499403953552","0.6562499403953552","0.6437498927116394","0.6437498927116394","0.6437498927116394","0.5999999046325684","0.5999999046325684","0.5999999046325684","0.7374998927116394","0.7374998927116394","0.7374998927116394","0.6812499165534973","0.6812499165534973","0.6812499165534973","0.7062498927116394","0.7062498927116394","0.7062498927116394","0.6374999284744263","0.6374999284744263","0.6374999284744263"
